Arrival time of each transaction
0.340168864
0.339274926
0.33541474
0.332740094
0.331688249
0.33061322
0.32962175
0.3311446
0.331640638
0.328201985
0.324617788
0.322942565
0.321698898
0.321573801
0.323667457
0.324051671
0.320261126
0.317357436
0.316049335
0.314461498
0.313328568
0.315318805
0.316598689
0.314188578
0.311728163
0.311684938
0.312623178
0.314084523
0.31633909
0.316176485
0.312462281
0.309985831
0.309489211
0.309180911
0.309834673
0.312353462
0.314062498
0.311221255
0.309507389
0.30972342
0.310359273
0.311920911
0.314014558
0.314613506
0.311761322
0.309894035
0.309875326
0.310150171
0.311018361
0.313932266
0.315397316
0.312532051
0.31040169
0.310235876
0.310383407
0.310617808
0.312662327
0.313697678
0.311100486
0.310569774
0.312049371
